Year,Province,Species Group,Species,Quantity (kgs),Value (CAD)
2018,Atlantic,Pelagics,Mackerel,"11,060,674","10,995,957"
2018,Atlantic,Pelagics,Other pelagic/finfish,"185,685","251,813"
2018,Atlantic,Pelagics,Salmon,0,0
2018,Atlantic,Pelagics,Shark,"51,476","185,518"
2018,Atlantic,Pelagics,Silversides,"199,483","441,026"
2018,Atlantic,Pelagics,Swordfish,"781,984","8,906,406"
2018,Atlantic,Pelagics,Total pelagics,"144,036,962","133,040,551"
2018,Atlantic,Pelagics,Tuna,"786,063","10,606,335"
2018,Atlantic,Other,Marine plants,"11,489,675","582,550"
2018,Atlantic,Other,Miscellaneous,"488,316","1,750,877"
2018,Atlantic,Other,Total other,"11,977,991","2,333,427"
2018,Atlantic,Groundfish,Cod,"18,247,828","27,745,117"
2018,Atlantic,Groundfish,Flatfishes,"9,725,006","18,825,542"
2018,Atlantic,Groundfish,Greenland turbot,"11,567,943","62,176,690"
2018,Atlantic,Groundfish,Haddock,"17,333,461","18,723,593"
2018,Atlantic,Groundfish,Hake,"6,755,031","5,709,793"
2018,Atlantic,Groundfish,Halibut,"5,616,425","64,713,820"
2018,Atlantic,Groundfish,Other groundfish,"2,528,228","6,116,057"
2018,Atlantic,Groundfish,Pollock,"3,717,283","3,163,045"
2018,Atlantic,Groundfish,Redfish spp.,"12,422,178","15,717,229"
2018,Atlantic,Groundfish,Skate,"969,981","249,824"
2018,Atlantic,Groundfish,Total groundfish,"88,883,364","223,140,710"
2018,Atlantic,Grand total,Grand total,"616,192,876","3,237,701,859"
2018,British Columbia,Shellfish,Clams / quahaug,"1,753,102","51,690,579"
2018,British Columbia,Shellfish,"Crab, Other","4,793,951","60,466,182"
2018,British Columbia,Shellfish,"Crab, Queen",0,0
2018,British Columbia,Shellfish,Lobster,0,0
2018,British Columbia,Shellfish,Other shellfish,0,0
2018,British Columbia,Shellfish,Scallop,0,0
2018,British Columbia,Shellfish,Sea cucumber,"1,688,939","8,748,025"
2018,British Columbia,Shellfish,Sea urchin,"2,908,896","7,564,265"
2018,British Columbia,Shellfish,Shrimp,"2,083,349","51,341,936"
2018,British Columbia,Shellfish,Total shellfish,"13,314,102","180,028,554"
2018,British Columbia,Pelagics,Alewife,0,0
2018,British Columbia,Pelagics,Capelin,0,0
2018,British Columbia,Pelagics,Eel,0,0
2018,British Columbia,Pelagics,Elvers,0,0
2018,British Columbia,Pelagics,Herring,"19,315,450","15,058,010"
2018,British Columbia,Pelagics,Mackerel,0,0
2018,British Columbia,Pelagics,Other pelagic/finfish,0,0
2018,British Columbia,Pelagics,Salmon,"18,008,438","92,014,489"
2018,British Columbia,Pelagics,Shark,0,0
2018,British Columbia,Pelagics,Silversides,0,0
2018,British Columbia,Pelagics,Swordfish,0,0
2018,British Columbia,Pelagics,Total pelagics,"40,039,887","121,637,699"
2018,British Columbia,Pelagics,Tuna,"2,716,000","14,565,199"
2018,British Columbia,Other,Marine plants,0,0
2018,British Columbia,Other,Miscellaneous,0,0
2018,British Columbia,Other,Total other,0,0
2018,British Columbia,Groundfish,Cod,"279,751","501,011"
2018,British Columbia,Groundfish,Flatfishes,"12,508,298","10,345,410"
2018,British Columbia,Groundfish,Greenland turbot,0,0
2018,British Columbia,Groundfish,Haddock,0,0
2018,British Columbia,Groundfish,Hake,"102,240,909","51,331,105"
2018,British Columbia,Groundfish,Halibut,"3,329,828","46,429,227"
2018,British Columbia,Groundfish,Other groundfish,"3,655,974","37,140,418"
2018,British Columbia,Groundfish,Pollock,"3,357,128","1,226,858"
2018,British Columbia,Groundfish,Redfish spp.,"15,817,175","20,570,872"
2018,British Columbia,Groundfish,Skate,"297,886","315,464"
2018,British Columbia,Groundfish,Total groundfish,"141,486,950","167,860,363"
2018,British Columbia,Grand total,Grand total,"194,840,939","469,526,616"
2018,Canada,Shellfish,Clams / quahaug,"42,469,990","132,619,305"
2018,Canada,Shellfish,"Crab, Other","9,826,166","68,152,673"
2018,Canada,Shellfish,"Crab, Queen","67,415,680","772,189,967"
2018,Canada,Shellfish,Lobster,"99,552,950","1,457,844,209"
2018,Canada,Shellfish,Other shellfish,"8,734,858","24,355,258"
2018,Canada,Shellfish,Scallop,"55,239,842","142,402,414"
2018,Canada,Shellfish,Sea cucumber,"11,636,652","22,670,050"
2018,Canada,Shellfish,Sea urchin,"4,495,062","14,251,538"
2018,Canada,Shellfish,Shrimp,"85,151,596","424,512,744"
2018,Canada,Shellfish,Total shellfish,"384,608,661","3,059,215,726"
2018,Canada,Pelagics,Alewife,"2,112,502","2,202,672"
2018,Canada,Pelagics,Capelin,"28,405,691","10,597,743"
2018,Canada,Pelagics,Eel,"267,175","1,428,628"
2018,Canada,Pelagics,Elvers,"7,267","34,812,267"
2018,Canada,Pelagics,Herring,"119,494,412","67,670,195"
2018,Canada,Pelagics,Mackerel,"11,060,674","10,995,957"
2018,Canada,Pelagics,Other pelagic/finfish,"185,685","251,813"
2018,Canada,Pelagics,Salmon,"18,008,438","92,014,489"
2018,Canada,Pelagics,Shark,"51,476","185,518"
2018,Canada,Pelagics,Silversides,"199,483","441,026"
2018,Canada,Pelagics,Swordfish,"781,984","8,906,406"
2018,Canada,Pelagics,Total pelagics,"184,076,849","254,678,249"
2018,Canada,Pelagics,Tuna,"3,502,063","25,171,535"
2018,Canada,Other,Marine plants,"11,489,675","582,550"
2018,Canada,Other,Miscellaneous,"488,316","1,750,877"
2018,Canada,Other,Total other,"11,977,991","2,333,427"
2018,Canada,Groundfish,Cod,"18,527,579","28,246,128"
2018,Canada,Groundfish,Flatfishes,"22,233,304","29,170,952"
2018,Canada,Groundfish,Greenland turbot,"11,567,943","62,176,690"
2018,Canada,Groundfish,Haddock,"17,333,461","18,723,593"
2018,Canada,Groundfish,Hake,"108,995,940","57,040,898"
2018,Canada,Groundfish,Halibut,"8,946,253","111,143,047"
2018,Canada,Groundfish,Other groundfish,"6,184,202","43,256,475"
2018,Canada,Groundfish,Pollock,"7,074,411","4,389,903"
2018,Canada,Groundfish,Redfish spp.,"28,239,353","36,288,101"
2018,Canada,Groundfish,Skate,"1,267,867","565,288"
2018,Canada,Groundfish,Total groundfish,"230,370,314","391,001,073"
2018,Canada,Grand total,Grand total,"811,033,815","3,707,228,475"
2018,New Brunswick,Shellfish,Clams / quahaug,x,x
2018,New Brunswick,Shellfish,"Crab, Other","1,138,291","1,706,254"
2018,New Brunswick,Shellfish,"Crab, Queen","8,172,850","97,924,046"
2018,New Brunswick,Shellfish,Lobster,"22,297,548","300,338,515"
2018,New Brunswick,Shellfish,Other shellfish,x,x
2018,New Brunswick,Shellfish,Scallop,"3,341,206","8,986,210"
2018,New Brunswick,Shellfish,Sea cucumber,x,x
2018,New Brunswick,Shellfish,Sea urchin,"589,084","2,645,102"
2018,New Brunswick,Shellfish,Shrimp,"3,280,906","9,774,424"
2018,New Brunswick,Shellfish,Total shellfish,"40,102,785","423,949,684"
2018,New Brunswick,Pelagics,Alewife,"1,211,558","1,312,354"
2018,New Brunswick,Pelagics,Capelin,0,0
2018,New Brunswick,Pelagics,Eel,"67,280","436,105"
2018,New Brunswick,Pelagics,Elvers,x,x
2018,New Brunswick,Pelagics,Herring,"35,490,461","20,219,202"
2018,New Brunswick,Pelagics,Mackerel,"288,323","487,963"
2018,New Brunswick,Pelagics,Other pelagic/finfish,"86,138","100,743"
2018,New Brunswick,Pelagics,Salmon,0,0
2018,New Brunswick,Pelagics,Shark,0,0
2018,New Brunswick,Pelagics,Silversides,0,0
2018,New Brunswick,Pelagics,Swordfish,0,0
2018,New Brunswick,Pelagics,Total pelagics,"37,145,961","24,956,093"
2018,New Brunswick,Pelagics,Tuna,x,x
2018,New Brunswick,Other,Marine plants,x,x
2018,New Brunswick,Other,Miscellaneous,0,0
2018,New Brunswick,Other,Total other,"11,331,588","566,579"
2018,New Brunswick,Groundfish,Cod,"6,906","15,807"
2018,New Brunswick,Groundfish,Flatfishes,x,x
2018,New Brunswick,Groundfish,Greenland turbot,0,0
2018,New Brunswick,Groundfish,Haddock,648,694
2018,New Brunswick,Groundfish,Hake,"2,495","3,207"
2018,New Brunswick,Groundfish,Halibut,"125,381","1,441,021"
2018,New Brunswick,Groundfish,Other groundfish,"11,085","15,427"
2018,New Brunswick,Groundfish,Pollock,x,x
2018,New Brunswick,Groundfish,Redfish spp.,x,x
2018,New Brunswick,Groundfish,Skate,0,0
2018,New Brunswick,Groundfish,Total groundfish,"151,465","1,483,449"
2018,New Brunswick,Grand total,Grand total,"88,731,799","450,955,806"
2018,Newfoundland and Labrador,Shellfish,Clams / quahaug,x,x
2018,Newfoundland and Labrador,Shellfish,"Crab, Other","504,955","562,859"
2018,Newfoundland and Labrador,Shellfish,"Crab, Queen","28,078,962","298,303,551"
2018,Newfoundland and Labrador,Shellfish,Lobster,"3,339,571","48,212,569"
2018,Newfoundland and Labrador,Shellfish,Other shellfish,"4,340,367","8,794,017"
2018,Newfoundland and Labrador,Shellfish,Scallop,"661,170","1,485,771"
2018,Newfoundland and Labrador,Shellfish,Sea cucumber,"5,549,683","7,430,298"
2018,Newfoundland and Labrador,Shellfish,Sea urchin,x,x
2018,Newfoundland and Labrador,Shellfish,Shrimp,"50,176,878","249,138,206"
2018,Newfoundland and Labrador,Shellfish,Total shellfish,"109,676,802","657,777,503"
2018,Newfoundland and Labrador,Pelagics,Alewife,0,0
2018,Newfoundland and Labrador,Pelagics,Capelin,"27,978,163","10,474,849"
2018,Newfoundland and Labrador,Pelagics,Eel,"53,070","329,549"
2018,Newfoundland and Labrador,Pelagics,Elvers,0,0
2018,Newfoundland and Labrador,Pelagics,Herring,"14,167,064","4,788,026"
2018,Newfoundland and Labrador,Pelagics,Mackerel,"5,625,213","3,672,076"
2018,Newfoundland and Labrador,Pelagics,Other pelagic/finfish,"26,117","63,474"
2018,Newfoundland and Labrador,Pelagics,Salmon,0,0
2018,Newfoundland and Labrador,Pelagics,Shark,x,x
2018,Newfoundland and Labrador,Pelagics,Silversides,0,0
2018,Newfoundland and Labrador,Pelagics,Swordfish,x,x
2018,Newfoundland and Labrador,Pelagics,Total pelagics,"47,872,920","19,528,939"
2018,Newfoundland and Labrador,Pelagics,Tuna,x,x
2018,Newfoundland and Labrador,Other,Marine plants,0,0
2018,Newfoundland and Labrador,Other,Miscellaneous,"488,288","1,750,847"
2018,Newfoundland and Labrador,Other,Total other,"488,288","1,750,847"
2018,Newfoundland and Labrador,Groundfish,Cod,"16,287,280","23,713,421"
2018,Newfoundland and Labrador,Groundfish,Flatfishes,"8,607,294","16,425,508"
2018,Newfoundland and Labrador,Groundfish,Greenland turbot,"10,457,167","57,978,204"
2018,Newfoundland and Labrador,Groundfish,Haddock,"239,488","449,738"
2018,Newfoundland and Labrador,Groundfish,Hake,"366,216","339,195"
2018,Newfoundland and Labrador,Groundfish,Halibut,"820,370","7,490,326"
2018,Newfoundland and Labrador,Groundfish,Other groundfish,"1,512,232","4,198,490"
2018,Newfoundland and Labrador,Groundfish,Pollock,"353,182","234,628"
2018,Newfoundland and Labrador,Groundfish,Redfish spp.,"5,984,748","9,355,647"
2018,Newfoundland and Labrador,Groundfish,Skate,"919,582","219,795"
2018,Newfoundland and Labrador,Groundfish,Total groundfish,"45,547,559","120,404,952"
2018,Newfoundland and Labrador,Grand total,Grand total,"203,585,569","799,462,242"
2018,Nova Scotia,Shellfish,Clams / quahaug,"21,699,518","33,259,246"
2018,Nova Scotia,Shellfish,"Crab, Other","1,097,097","2,342,257"
2018,Nova Scotia,Shellfish,"Crab, Queen","13,269,314","164,655,652"
2018,Nova Scotia,Shellfish,Lobster,"48,381,325","793,038,860"
2018,Nova Scotia,Shellfish,Other shellfish,x,x
2018,Nova Scotia,Shellfish,Scallop,"50,159,540","128,330,326"
2018,Nova Scotia,Shellfish,Sea cucumber,x,x
2018,Nova Scotia,Shellfish,Sea urchin,x,x
2018,Nova Scotia,Shellfish,Shrimp,"21,401,141","86,465,301"
2018,Nova Scotia,Shellfish,Total shellfish,"159,641,038","1,218,128,716"
2018,Nova Scotia,Pelagics,Alewife,"846,937","784,517"
2018,Nova Scotia,Pelagics,Capelin,0,0
2018,Nova Scotia,Pelagics,Eel,x,x
2018,Nova Scotia,Pelagics,Elvers,x,x
2018,Nova Scotia,Pelagics,Herring,"43,796,913","23,990,630"
2018,Nova Scotia,Pelagics,Mackerel,"1,646,896","1,893,635"
2018,Nova Scotia,Pelagics,Other pelagic/finfish,x,x
2018,Nova Scotia,Pelagics,Salmon,0,0
2018,Nova Scotia,Pelagics,Shark,"49,670","182,163"
2018,Nova Scotia,Pelagics,Silversides,0,0
2018,Nova Scotia,Pelagics,Swordfish,x,x
2018,Nova Scotia,Pelagics,Total pelagics,"47,722,932","75,651,004"
2018,Nova Scotia,Pelagics,Tuna,"564,052","7,289,364"
2018,Nova Scotia,Other,Marine plants,x,x
2018,Nova Scotia,Other,Miscellaneous,x,x
2018,Nova Scotia,Other,Total other,"158,115","16,001"
2018,Nova Scotia,Groundfish,Cod,"1,252,626","2,852,467"
2018,Nova Scotia,Groundfish,Flatfishes,"766,889","1,274,886"
2018,Nova Scotia,Groundfish,Greenland turbot,"31,127","134,080"
2018,Nova Scotia,Groundfish,Haddock,"17,092,578","18,272,645"
2018,Nova Scotia,Groundfish,Hake,"6,375,234","5,359,183"
2018,Nova Scotia,Groundfish,Halibut,"3,638,175","44,881,520"
2018,Nova Scotia,Groundfish,Other groundfish,"987,166","1,889,442"
2018,Nova Scotia,Groundfish,Pollock,"3,360,533","2,926,009"
2018,Nova Scotia,Groundfish,Redfish spp.,"6,320,754","6,254,591"
2018,Nova Scotia,Groundfish,Skate,"47,485","29,796"
2018,Nova Scotia,Groundfish,Total groundfish,"39,872,567","83,874,620"
2018,Nova Scotia,Grand total,Grand total,"247,394,652","1,377,670,341"
2018,Prince Edward Island,Shellfish,Clams / quahaug,"834,534","1,830,778"
2018,Prince Edward Island,Shellfish,"Crab, Other","1,251,778","1,494,457"
2018,Prince Edward Island,Shellfish,"Crab, Queen","2,738,864","33,222,167"
2018,Prince Edward Island,Shellfish,Lobster,"17,072,402","195,044,240"
2018,Prince Edward Island,Shellfish,Other shellfish,"2,053,769","6,316,654"
2018,Prince Edward Island,Shellfish,Scallop,"343,119","1,367,056"
2018,Prince Edward Island,Shellfish,Sea cucumber,0,0
2018,Prince Edward Island,Shellfish,Sea urchin,0,0
2018,Prince Edward Island,Shellfish,Shrimp,0,0
2018,Prince Edward Island,Shellfish,Total shellfish,"24,294,466","239,275,352"
2018,Prince Edward Island,Pelagics,Alewife,"54,007","105,801"
2018,Prince Edward Island,Pelagics,Capelin,0,0
2018,Prince Edward Island,Pelagics,Eel,"88,634","542,631"
2018,Prince Edward Island,Pelagics,Elvers,0,0
2018,Prince Edward Island,Pelagics,Herring,"2,170,250","1,358,455"
2018,Prince Edward Island,Pelagics,Mackerel,"2,073,862","3,604,382"
2018,Prince Edward Island,Pelagics,Other pelagic/finfish,"12,652","20,967"
2018,Prince Edward Island,Pelagics,Salmon,0,0
2018,Prince Edward Island,Pelagics,Shark,0,0
2018,Prince Edward Island,Pelagics,Silversides,"199,483","441,026"
2018,Prince Edward Island,Pelagics,Swordfish,0,0
2018,Prince Edward Island,Pelagics,Total pelagics,"4,766,069","8,742,904"
2018,Prince Edward Island,Pelagics,Tuna,"167,181","2,669,642"
2018,Prince Edward Island,Other,Marine plants,0,0
2018,Prince Edward Island,Other,Miscellaneous,0,0
2018,Prince Edward Island,Other,Total other,0,0
2018,Prince Edward Island,Groundfish,Cod,"6,146","10,709"
2018,Prince Edward Island,Groundfish,Flatfishes,x,x
2018,Prince Edward Island,Groundfish,Greenland turbot,0,0
2018,Prince Edward Island,Groundfish,Haddock,0,0
2018,Prince Edward Island,Groundfish,Hake,99,81
2018,Prince Edward Island,Groundfish,Halibut,"63,540","635,534"
2018,Prince Edward Island,Groundfish,Other groundfish,x,x
2018,Prince Edward Island,Groundfish,Pollock,x,x
2018,Prince Edward Island,Groundfish,Redfish spp.,0,0
2018,Prince Edward Island,Groundfish,Skate,0,0
2018,Prince Edward Island,Groundfish,Total groundfish,"69,879","646,444"
2018,Prince Edward Island,Grand total,Grand total,"29,130,414","248,664,700"
2018,Quebec,Shellfish,Clams / quahaug,"1,064,998","1,393,393"
2018,Quebec,Shellfish,"Crab, Other","1,040,094","1,580,664"
2018,Quebec,Shellfish,"Crab, Queen","15,155,690","178,084,551"
2018,Quebec,Shellfish,Lobster,"8,462,104","121,210,026"
2018,Quebec,Shellfish,Other shellfish,"1,135,621","2,163,675"
2018,Quebec,Shellfish,Scallop,"734,807","2,233,050"
2018,Quebec,Shellfish,Sea cucumber,"1,252,068","2,716,831"
2018,Quebec,Shellfish,Sea urchin,"524,764","2,880,849"
2018,Quebec,Shellfish,Shrimp,"8,209,322","27,792,878"
2018,Quebec,Shellfish,Total shellfish,"37,579,468","340,055,917"
2018,Quebec,Pelagics,Alewife,0,0
2018,Quebec,Pelagics,Capelin,"427,528","122,894"
2018,Quebec,Pelagics,Eel,x,x
2018,Quebec,Pelagics,Elvers,0,0
2018,Quebec,Pelagics,Herring,"4,554,274","2,255,873"
2018,Quebec,Pelagics,Mackerel,"1,426,380","1,337,901"
2018,Quebec,Pelagics,Other pelagic/finfish,x,x
2018,Quebec,Pelagics,Salmon,0,0
2018,Quebec,Pelagics,Shark,x,x
2018,Quebec,Pelagics,Silversides,0,0
2018,Quebec,Pelagics,Swordfish,0,0
2018,Quebec,Pelagics,Total pelagics,"6,529,080","4,161,609"
2018,Quebec,Pelagics,Tuna,"30,187","419,954"
2018,Quebec,Other,Marine plants,0,0
2018,Quebec,Other,Miscellaneous,0,0
2018,Quebec,Other,Total other,0,0
2018,Quebec,Groundfish,Cod,"694,870","1,152,713"
2018,Quebec,Groundfish,Flatfishes,"346,659","1,118,496"
2018,Quebec,Groundfish,Greenland turbot,"1,079,649","4,064,405"
2018,Quebec,Groundfish,Haddock,747,515
2018,Quebec,Groundfish,Hake,"10,987","8,126"
2018,Quebec,Groundfish,Halibut,"968,959","10,265,418"
2018,Quebec,Groundfish,Other groundfish,x,x
2018,Quebec,Groundfish,Pollock,"2,848","1,783"
2018,Quebec,Groundfish,Redfish spp.,x,x
2018,Quebec,Groundfish,Skate,"2,914",233
2018,Quebec,Groundfish,Total groundfish,"3,241,894","16,731,244"
2018,Quebec,Grand total,Grand total,"47,350,442","360,948,770"
2019,Atlantic,Shellfish,Clams / quahaug,"50,904,685","60,266,317"
2019,Atlantic,Shellfish,"Crab, Other","4,158,043","7,472,412"
2019,Atlantic,Shellfish,"Crab, Queen","71,906,472","857,069,492"
2019,Atlantic,Shellfish,Lobster,"106,860,834","1,659,910,095"
2019,Atlantic,Shellfish,Other shellfish,"9,627,643","23,674,154"
2019,Atlantic,Shellfish,Scallop,"66,166,319","167,404,606"
2019,Atlantic,Shellfish,Sea cucumber,"10,403,380","17,580,961"
2019,Atlantic,Shellfish,Sea urchin,"1,703,955","8,037,057"
2019,Atlantic,Shellfish,Shrimp,"75,380,581","310,283,027"
2019,Atlantic,Shellfish,Total shellfish,"397,111,912","3,111,698,122"
2019,Atlantic,Pelagics,Alewife,"1,849,856","2,329,383"
2019,Atlantic,Pelagics,Capelin,"28,943,557","16,867,867"
2019,Atlantic,Pelagics,Eel,"148,158","1,027,285"
2019,Atlantic,Pelagics,Elvers,"7,408","38,736,273"
2019,Atlantic,Pelagics,Herring,"93,901,910","72,406,425"
2019,Atlantic,Pelagics,Mackerel,"8,734,077","9,233,075"
2019,Atlantic,Pelagics,Other pelagic/finfish,"287,973","685,881"
2019,Atlantic,Pelagics,Salmon,0,0
2019,Atlantic,Pelagics,Shark,"55,372","200,303"
2019,Atlantic,Pelagics,Silversides,"158,783","364,748"
2019,Atlantic,Pelagics,Swordfish,"996,241","12,618,482"
2019,Atlantic,Pelagics,Total pelagics,"136,081,831","166,650,011"
2019,Atlantic,Pelagics,Tuna,"998,496","12,180,290"
2019,Atlantic,Other,Marine plants,"12,654,767","631,771"
2019,Atlantic,Other,Miscellaneous,"276,719","821,361"
2019,Atlantic,Other,Total other,"12,931,486","1,453,133"
2019,Atlantic,Groundfish,Cod,"15,861,332","27,157,605"
2019,Atlantic,Groundfish,Flatfishes,"13,853,879","26,203,928"
2019,Atlantic,Groundfish,Greenland turbot,"11,754,988","63,096,197"
2019,Atlantic,Groundfish,Haddock,"19,331,171","22,312,827"
2019,Atlantic,Groundfish,Hake,"5,554,916","3,078,478"
2019,Atlantic,Groundfish,Halibut,"5,897,988","68,852,435"
2019,Atlantic,Groundfish,Other groundfish,"2,167,766","4,817,544"
2019,Atlantic,Groundfish,Pollock,"2,977,384","2,687,842"
2019,Atlantic,Groundfish,Redfish spp.,"14,966,188","17,887,683"
2019,Atlantic,Groundfish,Skate,"961,868","250,353"
2019,Atlantic,Groundfish,Total groundfish,"93,327,480","236,344,889"
2019,Atlantic,Grand total,Grand total,"639,452,709","3,516,146,154"
2019,British Columbia,Shellfish,Clams / quahaug,"1,730,000","56,346,000"
2019,British Columbia,Shellfish,"Crab, Other","8,325,000","92,043,000"
2019,British Columbia,Shellfish,"Crab, Queen",0,0
2019,British Columbia,Shellfish,Lobster,0,0
2019,British Columbia,Shellfish,Other shellfish,0,"305,000"
2019,British Columbia,Shellfish,Scallop,0,0
2019,British Columbia,Shellfish,Sea cucumber,"1,691,415","9,873,727"
2019,British Columbia,Shellfish,Sea urchin,"3,169,000","8,517,000"
2019,British Columbia,Shellfish,Shrimp,"2,915,000","41,017,000"
2019,British Columbia,Shellfish,Total shellfish,"17,956,415","208,101,727"
2019,British Columbia,Pelagics,Alewife,0,0
2019,British Columbia,Pelagics,Capelin,0,0
2019,British Columbia,Pelagics,Eel,0,0
2019,British Columbia,Pelagics,Elvers,0,0
2019,British Columbia,Pelagics,Herring,"18,902,964","15,062,800"
2019,British Columbia,Pelagics,Mackerel,0,0
2019,British Columbia,Pelagics,Other pelagic/finfish,0,0
2019,British Columbia,Pelagics,Salmon,"4,764,000","16,328,800"
2019,British Columbia,Pelagics,Shark,0,0
2019,British Columbia,Pelagics,Silversides,0,0
2019,British Columbia,Pelagics,Swordfish,0,0
2019,British Columbia,Pelagics,Total pelagics,"26,068,964","43,010,300"
2019,British Columbia,Pelagics,Tuna,"2,402,000","11,618,700"
2019,British Columbia,Other,Marine plants,0,0
2019,British Columbia,Other,Miscellaneous,0,0
2019,British Columbia,Other,Total other,0,0
2019,British Columbia,Groundfish,Cod,"491,986","833,350"
2019,British Columbia,Groundfish,Flatfishes,"9,554,936","7,631,757"
2019,British Columbia,Groundfish,Greenland turbot,0,0
2019,British Columbia,Groundfish,Haddock,0,0
2019,British Columbia,Groundfish,Hake,"99,685,148","42,231,000"
2019,British Columbia,Groundfish,Halibut,"3,162,854","46,297,000"
2019,British Columbia,Groundfish,Other groundfish,"3,684,429","35,014,309"
2019,British Columbia,Groundfish,Pollock,"6,248,995","2,048,284"
2019,British Columbia,Groundfish,Redfish spp.,"15,572,062","19,417,500"
2019,British Columbia,Groundfish,Skate,"322,729","232,500"
2019,British Columbia,Groundfish,Total groundfish,"138,723,138","153,705,700"
2019,British Columbia,Grand total,Grand total,"182,749,000","404,817,800"
2019,Canada,Shellfish,Clams / quahaug,"52,634,685","116,612,317"
2019,Canada,Shellfish,"Crab, Other","12,483,043","99,515,412"
2019,Canada,Shellfish,"Crab, Queen","71,906,472","857,069,492"
2019,Canada,Shellfish,Lobster,"106,860,834","1,659,910,095"
2019,Canada,Shellfish,Other shellfish,"9,627,643","23,979,154"
2019,Canada,Shellfish,Scallop,"66,166,319","167,404,606"
2019,Canada,Shellfish,Sea cucumber,"12,094,795","27,454,687"
2019,Canada,Shellfish,Sea urchin,"4,872,955","16,554,057"
2019,Canada,Shellfish,Shrimp,"78,295,581","351,300,027"
2019,Canada,Shellfish,Total shellfish,"415,068,327","3,319,799,848"
2019,Canada,Pelagics,Alewife,"1,849,856","2,329,383"
2019,Canada,Pelagics,Capelin,"28,943,557","16,867,867"
2019,Canada,Pelagics,Eel,"148,158","1,027,285"
2019,Canada,Pelagics,Elvers,"7,408","38,736,273"
2019,Canada,Pelagics,Herring,"112,804,874","87,469,225"
2019,Canada,Pelagics,Mackerel,"8,734,077","9,233,075"
2019,Canada,Pelagics,Other pelagic/finfish,"287,973","685,881"
2019,Canada,Pelagics,Salmon,"4,764,000","16,328,800"
2019,Canada,Pelagics,Shark,"55,372","200,303"
2019,Canada,Pelagics,Silversides,"158,783","364,748"
2019,Canada,Pelagics,Swordfish,"996,241","12,618,482"
2019,Canada,Pelagics,Total pelagics,"162,150,795","209,660,311"
2019,Canada,Pelagics,Tuna,"3,400,496","23,798,990"
2019,Canada,Other,Marine plants,"12,654,767","631,771"
2019,Canada,Other,Miscellaneous,"276,719","821,361"
2019,Canada,Other,Total other,"12,931,486","1,453,133"
2019,Canada,Groundfish,Cod,"16,353,318","27,990,954"
2019,Canada,Groundfish,Flatfishes,"23,408,815","33,835,684"
2019,Canada,Groundfish,Greenland turbot,"11,754,988","63,096,197"
2019,Canada,Groundfish,Haddock,"19,331,171","22,312,827"
2019,Canada,Groundfish,Hake,"105,240,064","45,309,478"
2019,Canada,Groundfish,Halibut,"9,060,842","115,149,435"
2019,Canada,Groundfish,Other groundfish,"5,852,195","39,831,853"
2019,Canada,Groundfish,Pollock,"9,226,379","4,736,126"
2019,Canada,Groundfish,Redfish spp.,"30,538,250","37,305,183"
2019,Canada,Groundfish,Skate,"1,284,597","482,853"
2019,Canada,Groundfish,Total groundfish,"232,050,618","390,050,589"
2019,Canada,Grand total,Grand total,"822,201,709","3,920,963,954"
2019,New Brunswick,Shellfish,Clams / quahaug,"428,114","1,393,052"
2019,New Brunswick,Shellfish,"Crab, Other",x,x
2019,New Brunswick,Shellfish,"Crab, Queen","12,577,545","153,755,960"
2019,New Brunswick,Shellfish,Lobster,"21,733,955","316,863,128"
2019,New Brunswick,Shellfish,Other shellfish,x,x
2019,New Brunswick,Shellfish,Scallop,"4,274,890","11,069,663"
2019,New Brunswick,Shellfish,Sea cucumber,x,x
2019,New Brunswick,Shellfish,Sea urchin,"625,964","3,327,413"
2019,New Brunswick,Shellfish,Shrimp,"3,300,866","9,035,698"
2019,New Brunswick,Shellfish,Total shellfish,"44,417,614","498,104,391"
2019,New Brunswick,Pelagics,Alewife,"1,215,577","1,454,046"
2019,New Brunswick,Pelagics,Capelin,x,x
2019,New Brunswick,Pelagics,Eel,"28,318","168,398"
2019,New Brunswick,Pelagics,Elvers,x,x
2019,New Brunswick,Pelagics,Herring,"25,388,351","22,212,804"
2019,New Brunswick,Pelagics,Mackerel,"434,791","458,291"
2019,New Brunswick,Pelagics,Other pelagic/finfish,"195,902","286,387"
2019,New Brunswick,Pelagics,Salmon,0,0
2019,New Brunswick,Pelagics,Shark,x,x
2019,New Brunswick,Pelagics,Silversides,0,0
2019,New Brunswick,Pelagics,Swordfish,0,0
2019,New Brunswick,Pelagics,Total pelagics,"27,748,515","27,804,290"
2019,New Brunswick,Pelagics,Tuna,"4,943","67,186"
2019,New Brunswick,Other,Marine plants,x,x
2019,New Brunswick,Other,Miscellaneous,0,0
2019,New Brunswick,Other,Total other,"12,521,119","625,089"
2019,New Brunswick,Groundfish,Cod,"4,441","10,705"
2019,New Brunswick,Groundfish,Flatfishes,"7,381","11,642"
2019,New Brunswick,Groundfish,Greenland turbot,x,x
2019,New Brunswick,Groundfish,Haddock,x,x
2019,New Brunswick,Groundfish,Hake,816,816
2019,New Brunswick,Groundfish,Halibut,"137,394","1,216,670"
2019,New Brunswick,Groundfish,Other groundfish,"1,007","3,657"
2019,New Brunswick,Groundfish,Pollock,x,x
2019,New Brunswick,Groundfish,Redfish spp.,x,x
